Membership No	Year	Bundle Name	On Trial	Trial Expiration Date	Amount
1063157	2015	BLOOD-ARCHIVE-ONLY	N		750
1063157	2016	BLOOD-ARCHIVE-ONLY	N		750
1048233	2013	BLOOD-ARCHIVE-ONLY	N		750
1048233	2014	BLOOD-ARCHIVE-ONLY	N		750
1048233	2015	BLOOD-ARCHIVE-ONLY	N		750
1048233	2016	BLOOD-ARCHIVE-ONLY	N		750
1063788	2013	BLOOD-ARCHIVE-ONLY	N		750
1063788	2014	BLOOD-ARCHIVE-ONLY	N		750
1063788	2015	BLOOD-ARCHIVE-ONLY	N		750
1063788	2016	BLOOD-ARCHIVE-ONLY	N		750
1050775	2013	BLOOD-ONLY	N		1100
1050775	2014	BLOOD-ONLY	N		1100
1050775	2015	BLOOD-ONLY	N		1100
1050775	2016	BLOOD-ONLY	N		1100
1050594	2013	ASH-ALL	N		1500
1050594	2014	ASH-ALL	N		1500
1050594	2015	ASH-ALL	N		1500
1050594	2016	ASH-ALL	N		1500
1049790	2013	BLOOD-ONLY	N		1100
1049790	2014	BLOOD-ONLY	N		1100
1049790	2015	BLOOD-ONLY	N		1100
1049790	2016	BLOOD-ONLY	N		1100
1051102	2013	BLOOD-ONLY	N		1100
1051102	2014	BLOOD-ONLY	N		1100
1051102	2015	BLOOD-ONLY	N		1100
1051102	2016	BLOOD-ONLY	N		1100
1050028	2013	BLOOD-ARCHIVE-ONLY	N		750
1050028	2014	BLOOD-ARCHIVE-ONLY	N		750
1050028	2015	BLOOD-ARCHIVE-ONLY	N		750
1050028	2016	BLOOD-ARCHIVE-ONLY	N		750
1047800	2013	BLOOD-ARCHIVE-ONLY	N		750
1047800	2014	BLOOD-ARCHIVE-ONLY	N		750
1047800	2015	BLOOD-ARCHIVE-ONLY	N		750
1047800	2016	BLOOD-ARCHIVE-ONLY	N		750
1055793	2013	BLOOD-ONLY	N		1100
1055793	2014	BLOOD-ONLY	N		1100
1055793	2015	BLOOD-ONLY	N		1100
1055793	2016	BLOOD-ONLY	N		1100
1051684	2013	BLOOD-ONLY	N		1100
1051684	2014	BLOOD-ONLY	N		1100
1051684	2015	BLOOD-ONLY	N		1100
1051684	2016	BLOOD-ONLY	N		1100
1051577	2013	ASH-ALL	N		1500
1051577	2014	ASH-ALL	N		1500
1051577	2015	ASH-ALL	N		1500
1051577	2016	ASH-ALL	N		1500
1049800	2013	BLOOD-ARCHIVE-ONLY	N		750
1049800	2014	BLOOD-ARCHIVE-ONLY	N		750
1049800	2015	BLOOD-ARCHIVE-ONLY	N		750
1049800	2016	BLOOD-ARCHIVE-ONLY	N		750
1047649	2013	BLOOD-ONLY	N		1100
1047649	2014	BLOOD-ONLY	N		1100
1047649	2015	BLOOD-ONLY	N		1100
1047649	2016	BLOOD-ONLY	N		1100
1051465	2013	BLOOD-ONLY	N		1100
1051465	2014	BLOOD-ONLY	N		1100
1051465	2015	BLOOD-ONLY	N		1100
1051465	2016	BLOOD-ONLY	N		1100
1050496	2013	BLOOD-ONLY	N		1100
1050496	2014	BLOOD-ONLY	N		1100
1050496	2015	BLOOD-ONLY	N		1100
1050496	2016	BLOOD-ONLY	N		1100
1061074	2013	BLOOD-ONLY	N		1100
1061074	2014	BLOOD-ONLY	N		1100
1061074	2015	BLOOD-ONLY	N		1100
1061074	2016	BLOOD-ONLY	N		1100
1046377	2013	BLOOD-ARCHIVE-ONLY	N		750
1046377	2014	BLOOD-ARCHIVE-ONLY	N		750
1046377	2015	BLOOD-ARCHIVE-ONLY	N		750
1046377	2016	BLOOD-ARCHIVE-ONLY	N		750
1049972	2013	BLOOD-ARCHIVE-ONLY	N		750
1049972	2014	BLOOD-ARCHIVE-ONLY	N		750
1049972	2015	BLOOD-ARCHIVE-ONLY	N		750
1049972	2016	BLOOD-ARCHIVE-ONLY	N		750
1048842	2013	ASH-ALL	N		1500
1048842	2014	ASH-ALL	N		1500
1048842	2015	ASH-ALL	N		1500
1048842	2016	ASH-ALL	N		1500
1049253	2013	BLOOD-ARCHIVE-ONLY	N		750
1049253	2014	BLOOD-ARCHIVE-ONLY	N		750
1049253	2015	BLOOD-ARCHIVE-ONLY	N		750
1049253	2016	BLOOD-ARCHIVE-ONLY	N		750
1050972	2013	BLOOD-ONLY	N		1100
1050972	2014	BLOOD-ONLY	N		1100
1050972	2015	BLOOD-ONLY	N		1100
1050972	2016	BLOOD-ONLY	N		1100
1050086	2013	ASH-ALL	N		1500
1050086	2014	ASH-ALL	N		1500
1050086	2015	ASH-ALL	N		1500
1050086	2016	ASH-ALL	N		1500
1048490	2013	BLOOD-ARCHIVE-ONLY	N		750
1048490	2014	BLOOD-ARCHIVE-ONLY	N		750
1048490	2015	BLOOD-ARCHIVE-ONLY	N		750
1048490	2016	BLOOD-ARCHIVE-ONLY	N		750
1047528	2013	BLOOD-ARCHIVE-ONLY	N		750
1047528	2014	BLOOD-ARCHIVE-ONLY	N		750
1047528	2015	BLOOD-ARCHIVE-ONLY	N		750
1047528	2016	BLOOD-ARCHIVE-ONLY	N		750
1052391	2013	ASH-ALL	N		1500
1052391	2014	ASH-ALL	N		1500
1052391	2015	ASH-ALL	N		1500
1052391	2016	ASH-ALL	N		1500
1052227	2013	ASH-ALL	N		1500
1052227	2014	ASH-ALL	N		1500
1052227	2015	ASH-ALL	N		1500
1052227	2016	ASH-ALL	N		1500
1059317	2013	BLOOD-ARCHIVE-ONLY	N		750
1059317	2014	BLOOD-ARCHIVE-ONLY	N		750
1059317	2015	BLOOD-ARCHIVE-ONLY	N		750
1059317	2016	BLOOD-ARCHIVE-ONLY	N		750
1049599	2013	BLOOD-ONLY	N		1100
1049599	2014	BLOOD-ONLY	N		1100
1049599	2015	BLOOD-ONLY	N		1100
1049599	2016	BLOOD-ONLY	N		1100
1049290	2013	BLOOD-ARCHIVE-ONLY	N		750
1049290	2014	BLOOD-ARCHIVE-ONLY	N		750
1049290	2015	BLOOD-ARCHIVE-ONLY	N		750
1049290	2016	BLOOD-ARCHIVE-ONLY	N		750
1050965	2013	BLOOD-ONLY	N		1100
1050965	2014	BLOOD-ONLY	N		1100
1050965	2015	BLOOD-ONLY	N		1100
1050965	2016	BLOOD-ONLY	N		1100
1049992	2013	ASH-ALL	N		1500
1049992	2014	ASH-ALL	N		1500
1049992	2015	ASH-ALL	N		1500
1049992	2016	ASH-ALL	N		1500
1047736	2013	ASH-ALL	N		1500
1047736	2014	ASH-ALL	N		1500
1047736	2015	ASH-ALL	N		1500
1047736	2016	ASH-ALL	N		1500
1049974	2013	BLOOD-ONLY	N		1100
1049974	2014	BLOOD-ONLY	N		1100
1049974	2015	BLOOD-ONLY	N		1100
1049974	2016	BLOOD-ONLY	N		1100
306362	2013	BLOOD-ARCHIVE-ONLY	N		750
306362	2014	BLOOD-ARCHIVE-ONLY	N		750
306362	2015	BLOOD-ARCHIVE-ONLY	N		750
306362	2016	BLOOD-ARCHIVE-ONLY	N		750
1047657	2013	ASH-ALL	N		1500
1047657	2014	ASH-ALL	N		1500
1047657	2015	ASH-ALL	N		1500
1047657	2016	ASH-ALL	N		1500
1051329	2013	BLOOD-ARCHIVE-ONLY	N		750
1051329	2014	BLOOD-ARCHIVE-ONLY	N		750
1051329	2015	BLOOD-ARCHIVE-ONLY	N		750
1051329	2016	BLOOD-ARCHIVE-ONLY	N		750
1048557	2013	ASH-ALL	N		1500
1048557	2014	ASH-ALL	N		1500
1048557	2015	ASH-ALL	N		1500
1048557	2016	ASH-ALL	N		1500
135667	2013	BLOOD-ARCHIVE-ONLY	N		750
135667	2014	BLOOD-ARCHIVE-ONLY	N		750
135667	2015	BLOOD-ARCHIVE-ONLY	N		750
135667	2016	BLOOD-ARCHIVE-ONLY	N		750
1050473	2013	BLOOD-ONLY	N		1100
1050473	2014	BLOOD-ONLY	N		1100
1050473	2015	BLOOD-ONLY	N		1100
1050473	2016	BLOOD-ONLY	N		1100
1051653	2013	ASH-ALL	N		1500
1051653	2014	ASH-ALL	N		1500
1051653	2015	ASH-ALL	N		1500
1051653	2016	ASH-ALL	N		1500
1050449	2013	BLOOD-ONLY	N		1100
1050449	2014	BLOOD-ONLY	N		1100
1050449	2015	BLOOD-ONLY	N		1100
1050449	2016	BLOOD-ONLY	N		1100
1050090	2013	ASH-ALL	N		1500
1050090	2014	ASH-ALL	N		1500
1050090	2015	ASH-ALL	N		1500
1050090	2016	ASH-ALL	N		1500
1050360	2013	ASH-ALL	N		1500
1050360	2014	ASH-ALL	N		1500
1050360	2015	ASH-ALL	N		1500
1050360	2016	ASH-ALL	N		1500
1048836	2013	BLOOD-ARCHIVE-ONLY	N		750
1048836	2014	BLOOD-ARCHIVE-ONLY	N		750
1048836	2015	BLOOD-ARCHIVE-ONLY	N		750
1048836	2016	BLOOD-ARCHIVE-ONLY	N		750
1049287	2013	BLOOD-ARCHIVE-ONLY	N		750
1049287	2014	BLOOD-ARCHIVE-ONLY	N		750
1049287	2015	BLOOD-ARCHIVE-ONLY	N		750
1049287	2016	BLOOD-ARCHIVE-ONLY	N		750
1047720	2013	BLOOD-ARCHIVE-ONLY	N		750
1047720	2014	BLOOD-ARCHIVE-ONLY	N		750
1047720	2015	BLOOD-ARCHIVE-ONLY	N		750
1047720	2016	BLOOD-ARCHIVE-ONLY	N		750
1060426	2013	BLOOD-ONLY	N		1100
1060426	2014	BLOOD-ONLY	N		1100
1060426	2015	BLOOD-ONLY	N		1100
1060426	2016	BLOOD-ONLY	N		1100
1050303	2013	BLOOD-ARCHIVE-ONLY	N		750
1050303	2014	BLOOD-ARCHIVE-ONLY	N		750
1050303	2015	BLOOD-ARCHIVE-ONLY	N		750
1050303	2016	BLOOD-ARCHIVE-ONLY	N		750
1050798	2013	BLOOD-ARCHIVE-ONLY	N		750
1050798	2014	BLOOD-ARCHIVE-ONLY	N		750
1050798	2015	BLOOD-ARCHIVE-ONLY	N		750
1050798	2016	BLOOD-ARCHIVE-ONLY	N		750
1050600	2013	ASH-ALL	N		1500
1050600	2014	ASH-ALL	N		1500
1050600	2015	ASH-ALL	N		1500
1050600	2016	ASH-ALL	N		1500
1049987	2013	BLOOD-ARCHIVE-ONLY	N		750
1049987	2014	BLOOD-ARCHIVE-ONLY	N		750
1049987	2015	BLOOD-ARCHIVE-ONLY	N		750
1049987	2016	BLOOD-ARCHIVE-ONLY	N		750
1050719	2013	BLOOD-ONLY	N		1100
1050719	2014	BLOOD-ONLY	N		1100
1050719	2015	BLOOD-ONLY	N		1100
1050719	2016	BLOOD-ONLY	N		1100
1051528	2013	ASH-ALL	N		1500
1051528	2014	ASH-ALL	N		1500
1051528	2015	ASH-ALL	N		1500
1051528	2016	ASH-ALL	N		1500
1050293	2013	BLOOD-ONLY	N		1100
1050293	2014	BLOOD-ONLY	N		1100
1050293	2015	BLOOD-ONLY	N		1100
1050293	2016	ASH-ALL	N		1500
1051122	2013	BLOOD-ONLY	N		1100
1051122	2014	BLOOD-ONLY	N		1100
1051122	2015	BLOOD-ONLY	N		1100
1051122	2016	BLOOD-ONLY	N		1100
1050091	2013	BLOOD-ARCHIVE-ONLY	N		750
1050091	2014	BLOOD-ARCHIVE-ONLY	N		750
1050091	2015	BLOOD-ARCHIVE-ONLY	N		750
1050091	2016	BLOOD-ARCHIVE-ONLY	N		750
1050388	2013	BLOOD-ONLY	N		1100
1050388	2014	BLOOD-ONLY	N		1100
1050388	2015	BLOOD-ONLY	N		1100
1050388	2016	BLOOD-ONLY	N		1100
1051095	2013	BLOOD-ARCHIVE-ONLY	N		750
1051095	2014	BLOOD-ARCHIVE-ONLY	N		750
1051095	2015	BLOOD-ARCHIVE-ONLY	N		750
1051095	2016	BLOOD-ARCHIVE-ONLY	N		750
1050041	2013	BLOOD-ONLY	N		1100
1050041	2014	BLOOD-ONLY	N		1100
1050041	2015	BLOOD-ONLY	N		1100
1050041	2016	BLOOD-ONLY	N		1100
1050271	2013	ASH-ALL	N		1500
1050271	2014	ASH-ALL	N		1500
1050271	2015	ASH-ALL	N		1500
1050271	2016	ASH-ALL	N		1500
1047785	2013	BLOOD-ARCHIVE-ONLY	N		750
1047785	2014	BLOOD-ARCHIVE-ONLY	N		750
1047785	2015	BLOOD-ARCHIVE-ONLY	N		750
1047785	2016	BLOOD-ARCHIVE-ONLY	N		750
1047685	2013	BLOOD-ONLY	N		1100
1047685	2014	BLOOD-ONLY	N		1100
1047685	2015	BLOOD-ONLY	N		1100
1047685	2016	BLOOD-ONLY	N		1100
1051594	2013	BLOOD-ARCHIVE-ONLY	N		750
1051594	2014	BLOOD-ARCHIVE-ONLY	N		750
1051594	2015	BLOOD-ARCHIVE-ONLY	N		750
1051594	2016	BLOOD-ARCHIVE-ONLY	N		750
1050047	2013	BLOOD-ONLY	N		1100
1050047	2014	BLOOD-ONLY	N		1100
1050047	2015	BLOOD-ONLY	N		1100
1050047	2016	BLOOD-ONLY	N		1100
1048421	2013	BLOOD-ARCHIVE-ONLY	N		750
1048421	2014	BLOOD-ARCHIVE-ONLY	N		750
1048421	2015	BLOOD-ARCHIVE-ONLY	N		750
1048421	2016	BLOOD-ARCHIVE-ONLY	N		750
1051555	2013	ASH-ALL	N		1500
1051555	2014	ASH-ALL	N		1500
1051555	2015	ASH-ALL	N		1500
1051555	2016	ASH-ALL	N		1500
1050128	2013	ASH-ALL	N		1500
1050128	2014	ASH-ALL	N		1500
1050128	2015	ASH-ALL	N		1500
1050128	2016	ASH-ALL	N		1500
1047302	2013	ASH-ALL	N		1500
1047302	2014	ASH-ALL	N		1500
1047302	2015	ASH-ALL	N		1500
1047302	2016	ASH-ALL	N		1500
1048626	2013	BLOOD-ONLY	N		1100
1048626	2014	BLOOD-ONLY	N		1100
1048626	2015	BLOOD-ONLY	N		1100
1048626	2016	BLOOD-ONLY	N		1100
1051543	2013	BLOOD-ARCHIVE-ONLY	N		750
1051543	2014	BLOOD-ARCHIVE-ONLY	N		750
1051543	2015	BLOOD-ARCHIVE-ONLY	N		750
1051543	2016	BLOOD-ARCHIVE-ONLY	N		750
1050738	2013	ASH-ALL	N		1500
1050738	2014	ASH-ALL	N		1500
1050738	2015	ASH-ALL	N		1500
1050738	2016	ASH-ALL	N		1500
1050484	2013	BLOOD-ONLY	N		1100
1050484	2014	BLOOD-ONLY	N		1100
1050484	2015	BLOOD-ONLY	N		1100
1050484	2016	BLOOD-ONLY	N		1100
136151	2013	BLOOD-ONLY	N		1100
136151	2014	BLOOD-ONLY	N		1100
136151	2015	BLOOD-ONLY	N		1100
136151	2016	BLOOD-ONLY	N		1100
1047739	2013	BLOOD-ARCHIVE-ONLY	N		750
1047739	2014	BLOOD-ARCHIVE-ONLY	N		750
1047739	2015	BLOOD-ARCHIVE-ONLY	N		750
1047739	2016	BLOOD-ARCHIVE-ONLY	N		750
1050696	2013	BLOOD-ARCHIVE-ONLY	N		750
1050696	2014	BLOOD-ARCHIVE-ONLY	N		750
1050696	2015	BLOOD-ARCHIVE-ONLY	N		750
1050696	2016	BLOOD-ARCHIVE-ONLY	N		750
1051114	2013	BLOOD-ONLY	N		1100
1051114	2014	BLOOD-ONLY	N		1100
1051114	2015	BLOOD-ONLY	N		1100
1051114	2016	BLOOD-ONLY	N		1100
1048553	2013	BLOOD-ARCHIVE-ONLY	N		750
1048553	2014	BLOOD-ARCHIVE-ONLY	N		750
1048553	2015	BLOOD-ARCHIVE-ONLY	N		750
1048553	2016	BLOOD-ARCHIVE-ONLY	N		750
1051430	2013	BLOOD-ONLY	N		1100
1051430	2014	BLOOD-ONLY	N		1100
1051430	2015	BLOOD-ONLY	N		1100
1051430	2016	BLOOD-ONLY	N		1100
1051410	2013	BLOOD-ARCHIVE-ONLY	N		750
1051410	2014	BLOOD-ARCHIVE-ONLY	N		750
1051410	2015	BLOOD-ARCHIVE-ONLY	N		750
1051410	2016	BLOOD-ARCHIVE-ONLY	N		750
1049233	2013	BLOOD-ARCHIVE-ONLY	N		750
1049233	2014	BLOOD-ARCHIVE-ONLY	N		750
1049233	2015	BLOOD-ARCHIVE-ONLY	N		750
1049233	2016	BLOOD-ARCHIVE-ONLY	N		750
1050802	2013	BLOOD-ARCHIVE-ONLY	N		750
1050802	2014	BLOOD-ARCHIVE-ONLY	N		750
1050802	2015	BLOOD-ARCHIVE-ONLY	N		750
1050802	2016	BLOOD-ARCHIVE-ONLY	N		750
1046376	2013	BLOOD-ONLY	N		1100
1046376	2014	BLOOD-ONLY	N		1100
1046376	2015	BLOOD-ONLY	N		1100
1046376	2016	BLOOD-ONLY	N		1100
1050747	2013	BLOOD-ONLY	N		1100
1050747	2014	BLOOD-ONLY	N		1100
1050747	2015	BLOOD-ONLY	N		1100
1050747	2016	BLOOD-ONLY	N		1100
1050224	2013	BLOOD-ARCHIVE-ONLY	N		750
1050224	2014	BLOOD-ARCHIVE-ONLY	N		750
1050224	2015	BLOOD-ARCHIVE-ONLY	N		750
1050224	2016	BLOOD-ARCHIVE-ONLY	N		750
1047795	2013	BLOOD-ARCHIVE-ONLY	N		750
1047795	2014	BLOOD-ARCHIVE-ONLY	N		750
1047795	2015	BLOOD-ARCHIVE-ONLY	N		750
1047795	2016	BLOOD-ARCHIVE-ONLY	N		750
1049320	2013	BLOOD-ARCHIVE-ONLY	N		750
1049320	2014	BLOOD-ARCHIVE-ONLY	N		750
1049320	2015	BLOOD-ARCHIVE-ONLY	N		750
1049320	2016	BLOOD-ARCHIVE-ONLY	N		750
1052163	2013	ASH-ALL	N		1500
1052163	2014	ASH-ALL	N		1500
1052163	2015	ASH-ALL	N		1500
1052163	2016	ASH-ALL	N		1500
1048840	2013	BLOOD-ONLY	N		1100
1048840	2014	BLOOD-ONLY	N		1100
1048840	2015	BLOOD-ONLY	N		1100
1048840	2016	BLOOD-ONLY	N		1100
1050369	2013	ASH-ALL	N		1500
1050369	2014	ASH-ALL	N		1500
1050369	2015	ASH-ALL	N		1500
1050369	2016	ASH-ALL	N		1500
1047697	2013	ASH-ALL	N		1500
1047697	2014	ASH-ALL	N		1500
1047697	2015	ASH-ALL	N		1500
1047697	2016	ASH-ALL	N		1500
1050776	2013	BLOOD-ONLY	N		1100
1050776	2014	BLOOD-ONLY	N		1100
1050776	2015	BLOOD-ONLY	N		1100
1050776	2016	BLOOD-ONLY	N		1100
1047748	2013	BLOOD-ARCHIVE-ONLY	N		750
1047748	2014	BLOOD-ARCHIVE-ONLY	N		750
1047748	2015	BLOOD-ARCHIVE-ONLY	N		750
1047748	2016	BLOOD-ARCHIVE-ONLY	N		750
1122423	2013	BLOOD-ONLY	N		1100
1122423	2014	BLOOD-ONLY	N		1100
1122423	2015	BLOOD-ONLY	N		1100
1122423	2016	BLOOD-ONLY	N		1100
1049128	2013	BLOOD-ARCHIVE-ONLY	N		750
1049128	2014	BLOOD-ARCHIVE-ONLY	N		750
1049128	2015	BLOOD-ARCHIVE-ONLY	N		750
1049128	2016	BLOOD-ARCHIVE-ONLY	N		750
1047729	2013	BLOOD-ONLY	N		1100
1047729	2014	BLOOD-ONLY	N		1100
1047729	2015	BLOOD-ONLY	N		1100
1047729	2016	BLOOD-ONLY	N		1100
1051043	2013	BLOOD-ARCHIVE-ONLY	N		750
1051043	2014	BLOOD-ARCHIVE-ONLY	N		750
1051043	2015	BLOOD-ARCHIVE-ONLY	N		750
1051043	2016	BLOOD-ARCHIVE-ONLY	N		750
1048227	2013	BLOOD-ONLY	N		1100
1048227	2014	BLOOD-ONLY	N		1100
1048227	2015	BLOOD-ONLY	N		1100
1048227	2016	BLOOD-ONLY	N		1100
1049811	2013	BLOOD-ONLY	N		1100
1049811	2014	BLOOD-ONLY	N		1100
1049811	2015	BLOOD-ONLY	N		1100
1049811	2016	BLOOD-ONLY	N		1100
1046260	2013	ASH-ALL	N		1500
1046260	2014	ASH-ALL	N		1500
1046260	2015	ASH-ALL	N		1500
1046260	2016	ASH-ALL	N		1500
1051085	2013	BLOOD-ARCHIVE-ONLY	N		750
1051085	2014	BLOOD-ARCHIVE-ONLY	N		750
1051085	2015	BLOOD-ARCHIVE-ONLY	N		750
1051085	2016	BLOOD-ARCHIVE-ONLY	N		750
1047661	2013	BLOOD-ONLY	N		1100
1047661	2014	BLOOD-ONLY	N		1100
1047661	2015	BLOOD-ONLY	N		1100
1047661	2016	BLOOD-ONLY	N		1100
1048551	2013	BLOOD-ARCHIVE-ONLY	N		750
1048551	2014	BLOOD-ARCHIVE-ONLY	N		750
1048551	2015	BLOOD-ARCHIVE-ONLY	N		750
1048551	2016	BLOOD-ARCHIVE-ONLY	N		750
1048254	2013	BLOOD-ONLY	N		1100
1048254	2014	BLOOD-ONLY	N		1100
1048254	2015	BLOOD-ONLY	N		1100
1048254	2016	BLOOD-ONLY	N		1100
1048723	2013	ASH-ALL	N		1500
1048723	2014	ASH-ALL	N		1500
1048723	2015	ASH-ALL	N		1500
1048723	2016	ASH-ALL	N		1500
1050323	2013	ASH-ALL	N		1500
1050323	2014	ASH-ALL	N		1500
1050323	2015	ASH-ALL	N		1500
1050323	2016	ASH-ALL	N		1500
1050088	2013	BLOOD-ARCHIVE-ONLY	N		750
1050088	2014	BLOOD-ARCHIVE-ONLY	N		750
1050088	2015	BLOOD-ARCHIVE-ONLY	N		750
1050088	2016	BLOOD-ARCHIVE-ONLY	N		750
122701	2013	BLOOD-ONLY	N		1100
122701	2014	BLOOD-ONLY	N		1100
122701	2015	BLOOD-ONLY	N		1100
122701	2016	BLOOD-ONLY	N		1100
1048852	2013	BLOOD-ARCHIVE-ONLY	N		750
1048852	2014	BLOOD-ARCHIVE-ONLY	N		750
1048852	2015	BLOOD-ARCHIVE-ONLY	N		750
1048852	2016	BLOOD-ARCHIVE-ONLY	N		750
1050336	2013	ASH-ALL	N		1500
1050336	2014	ASH-ALL	N		1500
1050336	2015	ASH-ALL	N		1500
1050336	2016	ASH-ALL	N		1500
1052385	2013	BLOOD-ONLY	N		1100
1052385	2014	BLOOD-ONLY	N		1100
1052385	2015	BLOOD-ONLY	N		1100
1052385	2016	BLOOD-ONLY	N		1100
1049525	2013	ASH-ALL	N		1500
1049525	2014	ASH-ALL	N		1500
1049525	2015	ASH-ALL	N		1500
1049525	2016	ASH-ALL	N		1500
152189	2013	BLOOD-ARCHIVE-ONLY	N		750
152189	2014	BLOOD-ARCHIVE-ONLY	N		750
152189	2015	BLOOD-ARCHIVE-ONLY	N		750
152189	2016	BLOOD-ARCHIVE-ONLY	N		750
1050686	2013	BLOOD-ONLY	N		1100
1050686	2014	BLOOD-ONLY	N		1100
1050686	2015	BLOOD-ONLY	N		1100
1050686	2016	BLOOD-ONLY	N		1100
1048438	2013	ASH-ALL	N		1500
1048438	2014	ASH-ALL	N		1500
1048438	2015	ASH-ALL	N		1500
1048438	2016	ASH-ALL	N		1500
1047691	2013	ASH-ALL	N		1500
1047691	2014	ASH-ALL	N		1500
1047691	2015	ASH-ALL	N		1500
1047691	2016	ASH-ALL	N		1500
1049190	2013	BLOOD-ONLY	N		1100
1049190	2014	BLOOD-ONLY	N		1100
1049190	2015	BLOOD-ONLY	N		1100
1049190	2016	BLOOD-ONLY	N		1100
1051575	2013	ASH-ALL	N		1500
1051575	2014	ASH-ALL	N		1500
1051575	2015	ASH-ALL	N		1500
1051575	2016	ASH-ALL	N		1500
1049109	2013	BLOOD-ARCHIVE-ONLY	N		750
1049109	2014	BLOOD-ARCHIVE-ONLY	N		750
1049109	2015	BLOOD-ARCHIVE-ONLY	N		750
1049109	2016	BLOOD-ARCHIVE-ONLY	N		750
1049969	2013	BLOOD-ONLY	N		1100
1049969	2014	BLOOD-ONLY	N		1100
1049969	2015	BLOOD-ONLY	N		1100
1049969	2016	BLOOD-ONLY	N		1100
1059787	2013	BLOOD-ONLY	N		1100
1059787	2014	BLOOD-ONLY	N		1100
1059787	2015	BLOOD-ONLY	N		1100
1059787	2016	BLOOD-ONLY	N		1100
1046317	2013	BLOOD-ONLY	N		1100
1046317	2014	BLOOD-ONLY	N		1100
1046317	2015	BLOOD-ONLY	N		1100
1046317	2016	BLOOD-ONLY	N		1100
1050169	2013	ASH-ALL	N		1500
1050169	2014	ASH-ALL	N		1500
1050169	2015	ASH-ALL	N		1500
1050169	2016	ASH-ALL	N		1500
1048524	2013	BLOOD-ONLY	N		1100
1048524	2014	BLOOD-ONLY	N		1100
1048524	2015	BLOOD-ONLY	N		1100
1048524	2016	BLOOD-ONLY	N		1100
1047189	2013	ASH-ALL	N		1500
1047189	2014	ASH-ALL	N		1500
1047189	2015	ASH-ALL	N		1500
1047189	2016	ASH-ALL	N		1500
1049802	2013	BLOOD-ONLY	N		1100
1049802	2014	BLOOD-ONLY	N		1100
1049802	2015	BLOOD-ONLY	N		1100
1049802	2016	BLOOD-ONLY	N		1100
1051504	2013	ASH-ALL	N		1500
1051504	2014	ASH-ALL	N		1500
1051504	2015	ASH-ALL	N		1500
1051504	2016	ASH-ALL	N		1500
1047665	2013	ASH-ALL	N		1500
1047665	2014	ASH-ALL	N		1500
1047665	2015	ASH-ALL	N		1500
1047665	2016	ASH-ALL	N		1500
157444	2013	BLOOD-ONLY	N		1100
157444	2014	BLOOD-ONLY	N		1100
157444	2015	BLOOD-ONLY	N		1100
157444	2016	BLOOD-ONLY	N		1100
1050196	2013	BLOOD-ONLY	N		1100
1050196	2014	BLOOD-ONLY	N		1100
1050196	2015	BLOOD-ONLY	N		1100
1050196	2016	BLOOD-ONLY	N		1100
1048859	2013	ASH-ALL	N		1500
1048859	2014	ASH-ALL	N		1500
1048859	2015	ASH-ALL	N		1500
1048859	2016	ASH-ALL	N		1500
1050016	2013	BLOOD-ARCHIVE-ONLY	N		750
1050016	2014	BLOOD-ARCHIVE-ONLY	N		750
1050016	2015	BLOOD-ARCHIVE-ONLY	N		750
1050016	2016	BLOOD-ARCHIVE-ONLY	N		750
1049400	2013	ASH-ALL	N		1500
1049400	2014	ASH-ALL	N		1500
1049400	2015	ASH-ALL	N		1500
1049400	2016	ASH-ALL	N		1500
1050118	2013	BLOOD-ONLY	N		1100
1050118	2014	BLOOD-ONLY	N		1100
1050118	2015	BLOOD-ONLY	N		1100
1050118	2016	BLOOD-ONLY	N		1100
1049464	2013	BLOOD-ARCHIVE-ONLY	N		750
1049464	2014	BLOOD-ARCHIVE-ONLY	N		750
1049464	2015	BLOOD-ARCHIVE-ONLY	N		750
1049464	2016	BLOOD-ARCHIVE-ONLY	N		750
1077122	2013	BLOOD-ARCHIVE-ONLY	N		750
1077122	2014	BLOOD-ARCHIVE-ONLY	N		750
1077122	2015	BLOOD-ARCHIVE-ONLY	N		750
1077122	2016	BLOOD-ARCHIVE-ONLY	N		750
1047213	2013	ASH-ALL	N		1500
1047213	2014	ASH-ALL	N		1500
1047213	2015	ASH-ALL	N		1500
1047213	2016	ASH-ALL	N		1500
1050087	2013	ASH-ALL	N		1500
1050087	2014	ASH-ALL	N		1500
1050087	2015	ASH-ALL	N		1500
1050087	2016	ASH-ALL	N		1500
1051044	2013	BLOOD-ONLY	N		1100
1051044	2014	BLOOD-ONLY	N		1100
1051044	2015	BLOOD-ONLY	N		1100
1051044	2016	BLOOD-ONLY	N		1100
1050407	2013	BLOOD-ONLY	N		1100
1050407	2014	BLOOD-ONLY	N		1100
1050407	2015	BLOOD-ONLY	N		1100
1050407	2016	BLOOD-ONLY	N		1100
1056496	2013	BLOOD-ARCHIVE-ONLY	N		750
1056496	2014	BLOOD-ARCHIVE-ONLY	N		750
1056496	2015	BLOOD-ARCHIVE-ONLY	N		750
1056496	2016	BLOOD-ARCHIVE-ONLY	N		750
1049917	2013	BLOOD-ONLY	N		1100
1049917	2014	BLOOD-ONLY	N		1100
1049917	2015	BLOOD-ONLY	N		1100
1049917	2016	BLOOD-ONLY	N		1100
1047836	2013	BLOOD-ONLY	N		1100
1047836	2014	BLOOD-ONLY	N		1100
